geoid,b19013001,b19013001_moe
14000US45045001205,40536,9594
14000US45045001302,55938,6829
14000US45045001400,71687,11705
14000US45045001600,48059,8903
14000US45045001501,102639,10404
14000US45045001805,64120,10954
14000US45045001700,37976,6416
14000US45045001807,52740,9652
14000US45045001803,47839,6825
14000US45045001808,49032,8757
14000US45045001804,59330,4432
14000US45045001809,47686,10125
14000US45045001810,39221,4817
14000US45045002104,36152,4842
14000US45045001900,82222,20574
14000US45045002001,21970,8123
14000US45045002003,28465,3080
14000US45045002005,36182,6895
14000US45045002103,61949,3970
14000US45045002304,28222,5872
14000US45045002201,35985,11601
14000US45045002105,32614,7198
14000US45045002106,26153,5612
14000US45045002107,27107,4441
14000US45045002108,31296,2681
14000US45045002402,53991,4638
14000US45045002202,23135,2909
14000US45045002403,59080,8823
14000US45045002301,36642,4762
14000US45045002404,57609,6815
14000US45045002503,69144,6349
14000US45045002504,41354,7800
14000US45045002604,46164,4899
14000US45045002505,31637,5172
14000US45045002506,69583,10071
14000US45045002507,57208,9632
14000US45045002606,66385,9088
14000US45045002602,60530,5053
14000US45045002608,94145,7080
14000US45045002302,29692,3250
14000US45045002609,74135,10562
14000US45045002610,48056,6979
14000US45045002303,25057,3027
14000US45045002814,115658,10830
14000US45045002611,55441,9336
14000US45045002701,71006,6546
14000US45045002815,119567,16910
14000US45045002702,63314,3884
14000US45045002805,67582,9324
14000US45045002816,92974,12575
14000US45045002808,63476,5845
14000US45045002811,72346,9616
14000US45045002803,78719,10269
14000US45045002901,47983,6437
14000US45045002804,95192,11369
14000US45045002812,84162,6205
14000US45045002903,53621,3428
14000US45045002813,135350,28586
14000US45045003015,94430,7308
14000US45045002904,60966,12197
14000US45045002905,83281,11080
14000US45045003005,47404,6525
14000US45045003010,83500,8779
14000US45045003101,63179,11032
14000US45045003011,74034,4490
14000US45045003008,92038,19002
14000US45045003103,77667,19134
14000US45045003009,89681,13588
14000US45045003012,58636,11113
14000US45045003104,65750,6677
14000US45045003013,75651,11292
14000US45045003201,55512,9013
14000US45045003014,75169,8688
14000US45045003705,37059,9757
14000US45045003500,35540,5611
14000US45045003202,54667,8409
14000US45045003301,50585,5599
14000US45045003303,58325,4175
14000US45045003304,50217,6287
14000US45045003706,30059,3985
14000US45045003401,27500,4573
14000US45045003601,38855,5583
14000US45045003707,32273,3091
14000US45045003602,29597,3390
14000US45045003701,42963,3821
14000US45045003801,57656,17046
14000US45045003704,33726,6760
14000US45045003802,50436,9955
14000US45047970101,48043,7877
14000US45045004101,45632,8369
14000US45045003902,55696,6787
14000US45045003903,48308,6685
14000US45045003904,48611,17713
14000US45045004001,53750,9277
14000US45045004002,66813,16532
14000US45045004102,61500,19763
14000US45047970102,40445,4914
14000US45045004200,106200,22710
14000US45047970201,51005,7055
14000US45045004300,27311,4784
14000US45047970202,40865,5777
14000US45045004400,36672,4582
14000US45047970302,60700,5451
14000US45047970301,57750,10651
14000US45047970400,42553,8461
14000US45049920200,31886,2164
14000US45047970500,19148,3808
14000US45047970600,33998,5196
14000US45047970701,57361,13098
14000US45047970702,40500,8757
14000US45047970800,31545,4968
14000US45049920300,38224,2930
14000US45047970900,50439,5235
14000US45049920400,29601,4966
14000US45047971000,42866,5381
14000US45049920500,30571,5969
14000US45049920100,38438,13047
14000US45051020100,45709,5515
14000US45051010100,34455,8370
14000US45051020200,29234,5466
14000US45051040105,48510,11859
14000US45051020300,33452,6517
14000US45051030101,45192,12764
14000US45051030102,47870,7686
14000US45051030103,39265,5857
14000US45051040101,48771,6767
14000US45051040200,60130,6253
14000US45051040102,54784,5385
14000US45051040300,55482,10577
14000US45051040103,47703,10595
14000US45051040400,54688,6227
14000US45051040104,46766,8617
14000US45051050102,51563,13628
14000US45051040500,47450,7109
14000US45051050200,52826,8168
14000US45051051201,61133,4374
14000US45051050303,63304,17937
14000US45051050401,42218,8962
14000US45051050402,66484,15139
14000US45051050500,31321,5098
14000US45051051202,51298,5881
14000US45051050600,27591,6907
14000US45051051301,48250,5113
14000US45051050700,29583,6770
14000US45051051404,49267,9321
14000US45051051302,58409,9496
14000US45051051405,44279,5733
14000US45051050900,30610,3714
14000US45051051403,58177,13833
14000US45051051000,59524,3824
14000US45051051406,35324,6359
14000US45051051700,43103,5908
14000US45051051501,48854,4833
14000US45051051502,42399,4000
14000US45051051503,44571,14418
14000US45051051601,47784,3527
14000US45051060101,44688,9890
14000US45051051603,52208,4603
14000US45051060206,62011,10993
14000US45051060102,40988,14597
14000US45051060207,64167,7400
14000US45051051604,66250,7162
14000US45051060203,53918,4342
14000US45051051605,67690,7046
14000US45051060208,49750,8407
14000US45051060209,64164,3973
14000US45051060204,50353,2848
14000US45051060301,48442,7909
14000US45051070400,31289,4527
14000US45051060406,56191,6871
14000US45051060303,71131,9842
14000US45051060308,54375,8208
14000US45051060403,42917,12632
14000US45051070101,46268,4815
14000US45051070500,38833,6290
14000US45051070102,43457,3343
14000US45051060404,53669,6027
14000US45051070601,49731,6898
14000US45051060405,38731,6981
14000US45051070200,45339,7399
14000US45051070602,49375,7127
14000US45051070300,38750,4254
14000US45051070701,55719,4031
14000US45055970100,29306,8096
14000US45053950100,34894,8025
14000US45053950201,60663,8467
14000US45053950202,36640,6810
14000US45051070702,34900,6430
14000US45051080101,44792,15038
14000US45051080102,45917,7302
14000US45055970200,42745,13589
14000US45051080200,43817,5217
14000US45053950300,38882,6720
14000US45055970300,43068,9989
14000US45053990100,,
14000US45051980100,73750,48831
14000US45055970401,64706,10601
14000US45055970402,45018,12569
14000US45057010100,46299,11763
14000US45055970403,42955,6298
14000US45055970500,63316,7250
14000US45055970601,30698,3839
14000US45055970800,35956,5373
14000US45055970902,44327,8160
14000US45055970903,64128,8279
14000US45055970904,61175,6394
14000US45055970905,77195,8141
14000US45055970602,35680,13230
14000US45057010200,39097,5062
14000US45055970700,44891,7540
14000US45057010300,41750,9061
14000US45057010400,45463,13309
14000US45057010500,26120,6438
14000US45059920102,44444,11341
14000US45057011002,48207,9705
14000US45057011100,58945,8668
14000US45057011201,90563,5957
14000US45057010600,50219,9955
14000US45057010700,19564,5737
14000US45057010800,37235,8305
14000US45057010900,57621,8110
14000US45057011001,37455,11868
14000US45057011202,73158,6554
14000US45059920103,46992,5160
14000US45059920101,45700,9255
14000US45059920104,48281,7783
14000US45059920201,54893,6910
14000US45059920202,41074,5520
14000US45059920301,48750,7215
14000US45059921002,39716,8693
14000US45059920302,35522,4514
14000US45059920400,38961,6067
14000US45059920501,55341,18659
14000US45059920502,30714,5157
14000US45059920600,32222,13108
14000US45059920700,34253,4517
14000US45059920800,50033,7706
14000US45059920900,41159,12092
14000US45059921001,40417,9719
14000US45061920100,33472,11626
14000US45061920200,29073,4696
14000US45061920301,,
14000US45061920400,36411,8605
14000US45061920302,35402,9272
14000US45061920500,37841,14168
14000US45061920600,26351,6482
14000US45063020100,42500,7692
14000US45063020201,56645,9033
14000US45063020202,36488,5751
14000US45063020300,41615,8641
14000US45063020505,39063,5318
14000US45063020602,48844,5590
14000US45063020506,56422,6610
14000US45063020507,39318,6315
14000US45063020706,36358,2932
14000US45063020508,72600,13217
14000US45063020509,39518,9696
14000US45063020510,52875,7342
14000US45063020511,43736,4984
14000US45063020601,42130,7956
14000US45063020604,57175,8287
14000US45063020605,56531,2991
14000US45063020703,44076,3017
14000US45063020705,35550,6284
14000US45063020905,39162,7797
14000US45063020803,34231,7603
14000US45063020804,33155,10968
14000US45063020805,43996,5564
14000US45063020906,45383,4515
14000US45063020903,41488,11472
14000US45063020907,62697,9040
14000US45063020904,53417,9986
14000US45063020707,63854,7864
14000US45063020908,65938,12422
14000US45063020708,51484,7224
14000US45063021009,67254,14962
14000US45063020801,51484,12097
14000US45063021021,98375,19357
14000US45063020802,37841,9028
14000US45063021014,98878,7845
14000US45063021017,63822,8091
14000US45063021022,87171,11288
14000US45063021018,50183,4833
14000US45063021026,85819,19578
14000US45063021019,71920,9519
14000US45063021023,72885,10058
14000US45063021020,62500,8277
14000US45063021027,92673,19958
14000US45063021024,91740,16434
14000US45063021028,59881,8296
14000US45063021025,92500,20575
14000US45063021029,52344,4908
14000US45063021109,61148,10417
14000US45063021030,66518,12874
14000US45063021031,71602,6536
14000US45063021032,90756,11470
14000US45063021033,63033,7784
14000US45063021110,80368,11105
14000US45063021034,59063,11315
14000US45063021106,85170,15652
14000US45063021114,106743,16885
14000US45063021111,53870,9197
14000US45063021115,79441,15028
14000US45063021112,68750,12226
14000US45063021116,77390,10412
14000US45063021113,63620,12320
14000US45063021203,90326,17043
14000US45063021306,59115,9901
14000US45063021204,70512,2782
14000US45063021404,58889,12450
14000US45063021205,94647,9787
14000US45063021206,84737,10143
14000US45063021303,84847,11307
14000US45063021304,68702,13992
14000US45063021305,47064,8238
14000US45063021307,53115,7443
14000US45063980100,,
14000US45063021308,58784,7685
14000US45065920100,57455,7876
14000US45065920200,35039,6345
14000US45063021402,44219,13307
14000US45065920300,48750,10676
14000US45067950100,35103,7761
14000US45063021403,42074,4504
14000US45067950200,35897,4526
14000US45069960301,41250,11215
14000US45067950300,25430,8251
14000US45067950400,31528,3851
14000US45067950500,42321,22169
14000US45067950600,31178,8706
14000US45067950700,33684,9899
14000US45069960302,37917,7811
14000US45067950800,34300,3841
14000US45069960400,27363,3681
14000US45069960100,41831,4068
14000US45069960500,36103,10050
14000US45069960200,19355,5139
14000US45071950100,54803,9885
14000US45069960600,38558,5624
14000US45071950201,38066,10480
14000US45071950202,40694,8896
14000US45073030300,62634,6155
14000US45071950300,35030,5093
14000US45071950502,35277,7546
14000US45071950601,47907,6026
14000US45071950602,70023,12951
14000US45071950700,42805,11613
14000US45073030401,33202,2274
14000US45073030100,41960,3166
14000US45073030402,53250,3939
14000US45073030200,66563,5563
14000US45073030602,52308,7270
14000US45073030500,38370,4120
14000US45073030701,28402,3685
14000US45073030601,61372,11507
14000US45073030702,47308,7916
14000US45075010300,32188,9473
14000US45073030800,36406,10376
14000US45073030901,53787,4501
14000US45073030902,54552,6868
14000US45073031000,37367,6352
14000US45073031100,34403,3430
14000US45075010400,26902,8201
14000US45075010100,37646,4340
14000US45075010800,40278,9922
14000US45075010500,36429,9000
14000US45075010900,57461,9425
14000US45075010200,29727,6928
14000US45075010600,33843,7315
14000US45075011000,42056,4561
14000US45075010700,27392,13540
14000US45075011100,30867,5263
14000US45075011800,41526,3514
14000US45075011200,30216,4458
14000US45077010300,56815,8116
14000US45077010401,39799,6415
14000US45075011300,16170,3889
14000US45075011400,25933,6203
14000US45075011500,28314,7679
14000US45075011600,46050,4950
14000US45075011900,34189,5532
14000US45075011700,36436,5330
14000US45077010402,41618,8078
14000US45075012000,32451,5204
14000US45077010403,55833,8589
14000US45077010100,63558,22725
14000US45077010501,49435,13217
14000US45077010200,53765,4031
14000US45077010903,56452,11352
14000US45077010802,50944,3991
14000US45077010803,34836,6646
14000US45077010502,41055,4949
14000US45077010601,54477,7546
14000US45077010602,63333,14833
14000US45077010700,43988,7536
14000US45077010804,42193,4237
14000US45077011001,46979,7951
14000US45077010901,53468,4671
14000US45077010801,36844,7598
14000US45077011002,49348,3495
14000US45077010902,62719,11471
14000US45077011003,48250,6754
14000US45077011101,62167,11874
14000US45079000500,19917,1727
14000US45077011205,22440,7151
14000US45079000100,26250,2019
14000US45079000200,22386,11218
14000US45077011102,24911,3997
14000US45077011103,39494,5007
14000US45077011202,,
14000US45077011203,74659,23110
14000US45079000600,54212,10377
14000US45077011204,31212,8699
14000US45079000300,28316,4217
14000US45079000700,52765,6588
14000US45079000400,40682,7366
14000US45079000900,15216,5267
14000US45079001000,13376,1828
14000US45079002603,35210,9475
14000US45079002200,58036,14217
14000US45079002300,106250,17500
14000US45079002400,86596,9470
14000US45079001100,40267,2779
14000US45079001200,93313,20388
14000US45079001300,25205,2487
14000US45079001600,63361,9264
14000US45079002604,32335,14204
14000US45079002100,48100,9401
14000US45079002500,75737,8775
14000US45079002602,54850,8214
14000US45079002700,52368,18753
14000US45079002800,18981,4897
14000US45079002900,41250,7560
14000US45079010308,79743,9345
14000US45079010200,55742,16370
14000US45079010304,46099,9247
14000US45079010305,63651,8231
14000US45079003000,16700,4957
14000US45079003100,38462,9509
14000US45079010102,75682,11667
14000US45079010103,80268,11501
14000US45079010104,78750,12951
14000US45079010306,94042,10205
14000US45079010309,76140,10514
14000US45079010307,99851,8374
14000US45079010403,42554,4983
14000US45079010407,48214,7283
14000US45079010408,,
14000US45079010803,26641,6689
14000US45079010501,31908,9037
14000US45079010502,23750,16108
14000US45079010600,24672,5130
14000US45079010409,28884,3243
14000US45079010410,39714,5367
14000US45079010411,32573,3040
14000US45079010412,32351,7982
14000US45079010413,38368,9122
14000US45079010804,38125,8517
14000US45079010701,32051,7292
14000US45079010702,48077,14622
14000US45079010805,32870,5231
14000US45079010806,,
14000US45079010900,15970,3378
14000US45079011407,78194,8460
14000US45079011301,51411,9515
14000US45079011303,50336,13263
14000US45079011304,34943,4206
14000US45079011000,38828,10769
14000US45079011101,60030,7716
14000US45079011102,78241,11938
14000US45079011201,92333,14483
14000US45079011411,68110,9208
14000US45079011202,69078,10836
14000US45079011305,39523,5190
14000US45079011412,52391,4516
14000US45079011404,50884,7370
14000US45079011413,73082,9044
14000US45079011415,67596,11200
14000US45079011416,79811,6637
14000US45079011417,65717,8398
14000US45079011418,70550,12685
14000US45079011419,62604,13893
14000US45079011414,69498,5117
14000US45079011608,47438,8795
14000US45079011701,25052,10255
14000US45079011702,35938,12741
14000US45079011502,77171,14863
14000US45079011603,72750,19912
14000US45079011604,79982,12790
14000US45079011606,55208,7132
14000US45079011607,36589,5443
14000US45081960202,40486,17479
14000US45079011902,52115,14372
14000US45079012000,37398,7948
14000US45079980100,,
14000US45081960100,40391,9999
14000US45081960201,39724,4792
14000US45079011800,39668,12402
14000US45079011901,56215,8890
14000US45081960300,57984,7063
14000US45083020500,22974,4930
14000US45081960400,47067,6477
14000US45083020601,37377,11024
14000US45083020602,49297,3019
14000US45083020301,21250,7451
14000US45083020603,46898,7237
14000US45083020400,34511,7606
14000US45083020701,23940,4267
14000US45083021402,58456,7393
14000US45083021200,73266,13208
14000US45083020702,38708,8306
14000US45083020800,13013,2364
14000US45083020900,32024,4221
14000US45083021001,21969,2411
14000US45083021100,40221,7337
14000US45083021403,36925,7287
14000US45083021301,39336,7197
14000US45083021500,36943,2165
14000US45083021302,91429,17624
14000US45083021600,36286,3041
14000US45083021303,47108,8011
14000US45083021802,21163,2507
14000US45083021700,25860,5450
14000US45083021803,57682,2697
14000US45083021401,49904,8206
14000US45083022101,58424,10253
14000US45083022003,44868,10643
14000US45083021804,35500,3539
14000US45083021901,30180,4850
14000US45083021902,64462,12904
14000US45083022102,58583,13512
14000US45083022004,41958,7086
14000US45083022005,72839,13278
14000US45083022201,49243,4674
14000US45083022006,51650,10341
14000US45083022202,28292,3348
14000US45083022007,54519,11817
14000US45083022303,33864,6392
14000US45083022304,50028,6318
14000US45083022302,53394,7922
14000US45083022401,63509,11619
14000US45083022801,70929,13158
14000US45083022403,61788,6228
14000US45083022404,71029,11139
14000US45083022405,56134,8001
14000US45083022406,57058,11634
14000US45083022802,57059,8443
14000US45083022500,42468,14819
14000US45083022900,40947,3890
14000US45083022600,46250,7914
14000US45083023101,38500,8233
14000US45083023001,59296,5111
14000US45083023102,40651,7463
14000US45083023201,56929,8883
14000US45083022700,60380,5178
14000US45083023002,58500,9007
14000US45083023202,57855,6394
14000US45083023405,76958,11537
14000US45083023301,48750,8013
14000US45083023302,35743,5805
14000US45083023401,60757,14270
14000US45083023500,50234,8695
14000US45083023402,80301,9121
14000US45083023600,42403,8053
14000US45083023403,78578,3882
14000US45083023802,57963,10348
14000US45083023900,46733,6101
14000US45083023700,37007,5048
14000US45085000100,35444,5622
14000US45083023404,77329,6300
14000US45083023801,69524,8441
14000US45085000201,48542,10942
14000US45085000800,27313,4693
14000US45085000202,54375,7092
14000US45085000300,40988,7881
14000US45085000400,46864,4582
14000US45085000901,33548,4742
14000US45085000500,42083,8467
14000US45085000902,69107,10426
14000US45085000600,37591,5768
14000US45085001100,34568,3473
14000US45085000700,34071,7035
14000US45085001500,24453,6141
14000US45085001300,18250,2261
14000US45085001600,27449,4734
14000US45087030100,37796,5349
14000US45085001701,77375,9951
14000US45085001703,57366,7727
14000US45085001704,62532,8216
14000US45085001801,43422,9859
14000US45085001802,35214,5356
14000US45087030200,25595,7839
14000US45085001901,51669,4068
14000US45087030600,43514,2197
14000US45087030300,30233,10496
14000US45087030700,46875,12524
14000US45085001902,42349,7389
14000US45087030400,41414,4284
14000US45085002000,30873,7008
14000US45087030800,45504,7121
14000US45087030500,49825,8385
14000US45087030900,38909,4608
14000US45089970600,31893,7272
14000US45089970100,44598,9893
14000US45089970200,26696,7043
14000US45089970300,38528,9515
14000US45089970700,26833,5342
14000US45089970400,31875,7735
14000US45091060102,47188,12465
14000US45089970801,33942,14968
14000US45091060200,37841,6766
14000US45089970501,32188,7408
14000US45089970502,24784,6248
14000US45089970802,,
14000US45091060300,37250,5518
14000US45089970900,41316,13195
14000US45091060401,27292,7787
14000US45091060803,40964,17077
14000US45091060402,41938,15187
14000US45091060501,22779,5363
14000US45091060502,36102,5411
14000US45091060804,46744,4880
14000US45091060600,,
14000US45091060700,64216,11576
14000US45091060906,79757,11660
14000US45091060901,41064,5381
14000US45091060907,68910,7246
14000US45091061003,116168,7298
14000US45091060802,59130,10207
14000US45091060904,74135,13243
14000US45091061004,114750,15239
14000US45091060905,48965,8003
14000US45091061005,90271,6261
14000US45091061302,76853,6312
14000US45091061104,105809,11371
14000US45091061006,121471,19446
14000US45091061007,60403,14665
14000US45091061401,43690,4931
14000US45091061008,102196,14028
14000US45091061201,56868,5902
14000US45091061403,65735,11487
14000US45091061202,62414,4621
14000US45091061101,54150,5638
14000US45091061103,88587,12091
14000US45091061404,91672,7121
14000US45091061203,53356,4799
14000US45091061301,50156,9786
14000US45091061501,60524,8982
14000US45091061900,45349,4046
14000US45091061706,63328,9549
14000US45091061707,82256,11126
14000US45091061502,57500,10306
14000US45091061601,37083,11786
14000US45091061602,42361,8355
14000US46003973600,59293,4284
14000US45091061701,57577,8536
14000US45091061705,69099,9461
14000US45091061708,101136,12058
14000US45091061801,39608,10359
14000US45091061802,55243,10803
14000US46005957000,52083,5199
14000US46005956600,59861,14163
14000US46005957100,50924,9453
14000US46009967700,58506,4222
14000US46007941000,46797,6210
14000US46005956700,65341,8037
14000US46007941200,50682,6250
14000US46011958600,70429,4956
14000US46005956800,54021,6937
14000US46011958700,71013,6370
14000US46009967600,52070,5040
14000US46005956900,34576,12718
14000US46011958802,40653,4980
14000US46015973100,51088,5101
14000US46011958803,85399,4284
14000US46011958900,48573,2231
14000US46015973200,50227,6008
14000US46011959000,49975,10586
14000US46013951600,45875,4917
14000US46017940200,32500,5554
14000US46013951700,62822,6558
14000US46013951800,41715,8877
14000US46013951300,71268,9081
14000US46013951400,65981,11529
14000US46019967600,50081,8549
14000US46013951500,31736,6731
14000US46013951900,70114,9183
14000US46019967700,43702,3206
14000US46013952000,74638,7845
14000US46029954302,77024,11070
14000US46027965700,44547,12571
14000US46021964100,52500,6952
14000US46023940200,42727,2864
14000US46023940300,45179,4129
14000US46023970100,53197,2944
14000US46025955800,47798,6065
14000US46029954400,42196,6675
14000US46027965800,63702,6785
14000US46029954501,51667,13059
14000US46027965900,30389,4453
14000US46029954502,55372,10640
14000US46029954100,73727,3861
14000US46029954600,68333,6305
14000US46029954301,43151,7006
14000US46037952900,49583,5243
14000US46035962700,43212,8595
14000US46035962800,41818,4754
14000US46031941000,42250,2990
14000US46031941100,27500,5706
14000US46033965100,55978,8417
14000US46033965200,54356,10470
14000US46035962600,61741,8304
14000US46043969600,57419,6781
14000US46045962100,74173,5798
14000US46045962200,55375,6133
14000US46047964100,48381,6105
14000US46035962900,57462,12834
14000US46037952700,49438,8409
14000US46037952800,35306,8446
14000US46039953600,58672,8813
14000US46049961100,53889,8490
14000US46051953100,59036,9965
14000US46047964200,53804,12598
14000US46039953700,57292,5841
14000US46051953300,69792,5585
14000US46041941500,38269,4184
14000US46053971100,45096,6800
14000US46041941700,48239,4527
14000US46053971200,44200,6354
14000US46055960100,37420,3893
14000US46065978000,71375,10609
14000US46057955100,66174,4151
14000US46057955200,64186,3161
14000US46059975600,55870,8848
14000US46059975700,49625,7043
14000US46067968600,52665,3015
14000US46067968700,60625,8412
14000US46067968800,54063,10392
14000US46069976700,54891,5018
14000US46077958200,61522,7054
14000US46071941200,30391,8297
14000US46071961100,38292,6832
14000US46073974100,49519,5792
14000US46061964100,63036,2751
14000US46079960100,61862,5962
14000US46063968700,57365,3335
14000US46079960200,51568,4097
14000US46065977700,71447,8962
14000US46075091600,41103,6051
14000US46079960300,85395,6362
14000US46077958100,57879,4606
14000US46065977800,64846,12352
14000US46081966100,68599,7528
14000US46065977900,39669,7399
14000US46083010107,78592,3225
14000US46083010102,83467,9750
14000US46081966200,41802,4580
14000US46083010108,99167,25274
14000US46081966301,49526,8476
14000US46081966302,50925,7748
14000US46083010103,80132,7026
14000US46083010200,61726,7566
14000US46083010104,97212,14176
14000US46081966600,53571,6368
14000US46083010300,62545,5441
14000US46083010101,81438,4041
14000US46083010105,124250,18317
14000US46083010400,65370,10360
14000US46083010106,102188,13981
14000US46093020500,54633,4695
14000US46091950800,63594,5195
14000US46085940100,32938,3271
14000US46085972600,60719,5072
14000US46095940300,31222,2799
14000US46087964600,62908,3599
14000US46093020200,53458,7859
14000US46087964700,60978,4282
14000US46097961600,51394,7871
14000US46089963100,43804,9021
14000US46093020301,70650,6582
14000US46099000100,43367,5365
14000US46093020302,69676,7279
14000US46099000201,38686,9457
14000US46093020400,45363,6575
14000US46099000900,44400,4685
14000US46099000407,55037,8457
14000US46099000202,40360,7538
14000US46099000300,43341,5683
14000US46099001001,50665,8175
14000US46099000401,42802,5424
14000US46099000408,67500,22845
14000US46099001002,44833,6710
14000US46099000500,41601,3502
14000US46099000405,44359,13565
14000US46099001101,32887,5103
14000US46099000406,45093,4018
14000US46099000600,34886,2999
14000US46099000700,31270,4683
14000US46099001105,74847,3244
14000US46099001901,80893,12437
14000US46099001600,96027,10231
14000US46099001700,59433,1702
14000US46099001801,58750,12553
14000US46099001106,98458,8258
14000US46099001107,61736,9578
14000US46099001108,38906,6127
14000US46099001200,65121,5470
14000US46099001500,39500,5036
14000US46099001803,85970,7529
14000US46099001902,94836,8884
14000US46099001804,71650,8689
14000US46099010101,76948,5296
14000US46099010102,69188,5220
14000US46099010200,77404,7976
14000US46101959600,69654,9151
14000US46099010405,56275,6075
14000US46099010406,82843,5666
14000US46099010501,79167,11079
14000US46099010300,72388,5273
14000US46099010401,104321,12170
14000US46099010402,83194,7228
14000US46099010403,103571,13300
14000US46099010404,89398,8083
14000US46101959700,47072,4645
14000US46099010502,84245,11406
14000US46102940500,36964,7592
14000US46099010600,59114,7025
14000US46102940800,22472,5229
14000US46102940900,33194,10233
14000US46103010200,33009,12014
14000US46103010906,49728,5558
14000US46103010300,30069,5112
14000US46103010400,33412,4190
14000US46103010500,29345,4817
14000US46103010600,48794,3769
14000US46103010700,40496,5166
14000US46103010800,37019,6183
14000US46103010903,61688,4544
14000US46103010907,46895,4375
14000US46103010904,51113,3310
14000US46103011001,58644,4810
14000US46103010905,63153,5924
14000US46103011002,79578,8422
14000US46103011005,88309,10705
14000US46103011004,96455,13610
14000US46103011100,46552,6715
14000US46109940400,41618,3923
14000US46103011200,55788,4903
14000US46103011300,66832,7098
14000US46103011400,56158,5913
14000US46103011500,21958,3556
14000US46103011600,66369,5408
14000US46103011700,56550,10697
14000US46109940700,61176,8221
14000US46105968300,56850,6594
14000US46109940800,41726,5865
14000US46107000100,53600,4422
14000US46109950400,61359,5842
14000US46115000100,75486,9009
14000US46111962100,54899,3440
14000US46115000200,44421,4002
14000US46125965200,48850,2760
14000US46115000300,60938,13017
14000US46117960100,71763,3457
14000US46119979100,64028,10399
14000US46121940100,19677,4155
14000US46121940200,27306,4608
14000US46123971600,52969,10028
14000US46127020100,61688,8117
14000US46123971700,50192,5524
14000US46127020200,67240,10933
14000US46125965100,62261,5351
14000US46129965200,47642,8113
14000US46127020300,76130,5562
14000US46135966100,45216,8749
14000US46129965100,58456,4273
14000US46135966200,57692,7401
14000US47001020100,38984,6082
14000US46135966301,60917,13979
14000US46135966302,38736,8765
14000US47001020600,65469,11630
14000US46135966400,72553,3843
14000US46137941600,37143,3252
14000US47001021000,51734,10536
14000US47001020201,85455,14596
14000US47001020202,55054,8639
14000US47001020700,30833,7486
14000US47001020800,30963,5270
14000US47001020901,47365,8485
14000US47001021100,64015,10274
14000US47001020902,55660,8084
14000US47001020300,55846,10405
14000US47001020400,35125,9385
14000US47001020500,35799,6290
14000US47001021201,49213,4607
14000US47001021202,33686,10134
14000US47001021302,64332,12698
14000US47001021301,51835,6657
14000US47003950800,59474,14394
14000US47001980100,,
14000US47003950100,67095,11155
14000US47003950200,49454,3591
14000US47003950300,46143,10986
14000US47003950401,49857,10800
14000US47005963000,36520,7493
14000US47003950402,38229,3722
14000US47003950500,49222,4318
14000US47003950600,39840,9448
14000US47003950700,58250,11322
14000US47005963100,39598,9820
14000US47005963200,37639,8482
14000US47005963400,29450,7637
14000US47005963300,30313,4332
14000US47009010600,38438,9223
14000US47007953000,35542,6246
14000US47007953100,48768,12607
14000US47007953200,47849,7650
14000US47009010100,29301,3554
14000US47009010200,48494,7763
14000US47009010301,42207,4462
14000US47009010302,60688,7236
14000US47009010700,61875,11823
14000US47009010400,55081,2830
14000US47009010500,33482,7040
14000US47009011002,68808,7954
14000US47009010800,31364,3322
14000US47009010900,51293,14289
14000US47009011101,56510,5370
14000US47009011001,57097,11252
14000US47009011102,73477,6422
14000US47009011302,54320,8105
14000US47009011503,67582,8044
14000US47009011401,42875,13249
14000US47009011200,47632,2770
14000US47009011301,63250,14001
14000US47009011602,58973,9122
14000US47009980100,,
14000US47009011402,47306,8346
14000US47009011501,56705,11051
14000US47009011502,52226,11532
14000US47009011603,55818,3567
14000US47009011604,71284,8971
14000US47011010400,21171,4472
14000US47011010500,36976,5913
14000US47011010600,43962,7752
14000US47011010700,34608,5108
14000US47009980200,,
14000US47011010100,38500,6594
14000US47011010200,41332,3103
14000US47011010300,41134,10894
14000US47011010900,45049,11177
14000US47009011605,81458,8297
14000US47011011000,39964,7007
14000US47011010800,30615,5990
14000US47011011602,42327,5556
14000US47011011300,54797,6191
14000US47011011100,64384,7563
14000US47011011201,52479,10967
14000US47011011202,64496,5480
14000US47013950100,27793,6039
14000US47013950500,42151,5176
14000US47013950200,23533,6066
14000US47013950300,36832,4734
14000US47013950400,50250,15573
14000US47013951000,32222,8907
14000US47013950600,31110,3060
14000US47011011401,66343,13265
14000US47013951100,54235,6334
14000US47011011402,48480,5923
14000US47011011500,61521,12802
14000US47011011601,48704,5283
14000US47013950700,37983,7724
14000US47013950800,43485,7329
14000US47015960100,52109,6461
14000US47013950900,34031,6079
14000US47015960200,36630,6311
14000US47015960300,61845,7980
14000US47017962000,34662,6224
14000US47019070300,33750,8466
14000US47017962100,40729,8270
14000US47017962400,43906,11769
14000US47019070400,33333,9158
14000US47017962500,41886,2517
14000US47017980100,,
14000US47019070100,25729,4253
14000US47019070200,43641,6414
14000US47017962201,30396,3578
14000US47017962202,48042,4853
14000US47017962300,43676,7437
14000US47019070500,41094,5961
14000US47019070800,41226,2428
14000US47019070600,30426,7571
14000US47019070700,48421,8789
14000US47021070102,58929,16549
14000US47019070900,44565,8539
14000US47019071000,26031,8990
14000US47019071100,44063,6925
14000US47019071200,34063,4518
14000US47019071300,36563,7495
14000US47019071400,35806,4815
14000US47019071500,30132,5355
14000US47021070103,56904,4549
